Country,Year,Population,Income,Energy
New Zealand,2000,3910000,33800,4410
New Zealand,2001,3960000,34800,4340
New Zealand,2002,4020000,35700,4200
New Zealand,2003,4080000,36600,4240
New Zealand,2004,4140000,37400,4100
New Zealand,2005,4190000,38000,4050
New Zealand,2006,4230000,38800,4050
New Zealand,2007,4280000,38000,4080
New Zealand,2008,4320000,37600,4070
New Zealand,2009,4370000,37800,4230
New Zealand,2010,4420000,38400,4180
Oman,1970,749000,9900,113
Oman,1971,776000,10800,112
Oman,1972,807000,9230,120
Oman,1973,842000,10200,177
Oman,1974,882000,12700,271
Oman,1975,927000,14000,407
Oman,1976,978000,13700,762
Oman,1977,1030000,13000,538
Oman,1978,1090000,13200,772
Oman,1979,1150000,13600,997
Oman,1980,1220000,15500,803
Oman,1981,1290000,16800,1150
Oman,1982,1360000,19100,1000
Oman,1983,1430000,21800,1570
Oman,1984,1500000,24400,1410
Oman,1985,1560000,24500,1270
Oman,1986,1620000,26000,1410
Oman,1987,1680000,26300,1320
Oman,1988,1740000,27000,1470
Oman,1989,1810000,26600,2330
Oman,1990,1890000,27000,3080
Oman,1991,1980000,27900,2750
Oman,1992,2070000,28300,2860
Oman,1993,2150000,28400,2810
Oman,1994,2200000,29000,2770
Oman,1995,2240000,29500,2800
Oman,1996,2250000,31100,3000
Oman,1997,2250000,31900,3020
Oman,1998,2250000,31900,3120
Oman,1999,2270000,33800,3340
Oman,2000,2290000,34900,3350
Oman,2001,2330000,34000,3460
Oman,2002,2390000,32400,3600
Oman,2003,2450000,32000,3600
Oman,2004,2510000,31900,3940
Oman,2005,2580000,32700,5980
Oman,2006,2660000,33200,6660
Oman,2007,2750000,34700,5690
Oman,2008,2880000,35200,5500
Oman,2009,3040000,33900,6150
Oman,2010,3250000,32500,6770
Pakistan,1970,59700000,1710,285
Pakistan,1971,61400000,1680,285
Pakistan,1972,63100000,1750,291
Pakistan,1973,64900000,1770,300
Pakistan,1974,66800000,1800,305
Pakistan,1975,68800000,1850,299
Pakistan,1976,71000000,1880,303
Pakistan,1977,73200000,1980,305
Pakistan,1978,75600000,2000,313
Pakistan,1979,78100000,2130,317
Pakistan,1980,80700000,2220,329
Pakistan,1981,83400000,2310,337
Pakistan,1982,86300000,2390,344
Pakistan,1983,89200000,2430,343
Pakistan,1984,92200000,2570,350
Pakistan,1985,95200000,2650,354
Pakistan,1986,98300000,2720,376
Pakistan,1987,101000000,2810,383
Pakistan,1988,105000000,2870,393
Pakistan,1989,108000000,2920,399
Pakistan,1990,111000000,2980,397
Pakistan,1991,114000000,3120,411
Pakistan,1992,117000000,3090,421
Pakistan,1993,120000000,3120,426
Pakistan,1994,124000000,3180,433
Pakistan,1995,127000000,3240,442
Pakistan,1996,131000000,3180,441
Pakistan,1997,135000000,3170,438
Pakistan,1998,139000000,3200,450
Pakistan,1999,142000000,3250,450
Pakistan,2000,146000000,3280,446
Pakistan,2001,150000000,3280,440
Pakistan,2002,153000000,3390,450
Pakistan,2003,157000000,3560,471
Pakistan,2004,160000000,3710,477
Pakistan,2005,164000000,3840,486
Pakistan,2006,168000000,3930,500
Pakistan,2007,172000000,3910,481
Pakistan,2008,176000000,3930,477
Pakistan,2009,179000000,3910,474
Pakistan,2010,183000000,3930,467
Panama,1970,1560000,7010,1060
Panama,1971,1610000,7200,1160
Panama,1972,1650000,7460,1230
Panama,1973,1700000,7500,1180
Panama,1974,1750000,7510,969
Panama,1975,1790000,7510,935
Panama,1976,1840000,7450,900
Panama,1977,1880000,8110,860
Panama,1978,1930000,8360,898
Panama,1979,1980000,9510,714
Panama,1980,2030000,10200,744
Panama,1981,2070000,10500,796
Panama,1982,2120000,10200,831
Panama,1983,2170000,10300,744
Panama,1984,2220000,10700,703
Panama,1985,2270000,11100,699
Panama,1986,2320000,11300,731
Panama,1987,2370000,10000,666
Panama,1988,2420000,10000,614
Panama,1989,2470000,10700,603
Panama,1990,2520000,11500,641
Panama,1991,2580000,12200,715
Panama,1992,2630000,12600,711
Panama,1993,2680000,12700,733
Panama,1994,2740000,12600,729
Panama,1995,2800000,12900,763
Panama,1996,2850000,13400,777
Panama,1997,2910000,14100,883
Panama,1998,2970000,14400,854
Panama,1999,3030000,14500,848
Panama,2000,3090000,14300,943
Panama,2001,3150000,14400,840
Panama,2002,3210000,14700,826
Panama,2003,3270000,15500,799
Panama,2004,3330000,16300,875
Panama,2005,3390000,17400,918
Panama,2006,3450000,19100,883
Panama,2007,3520000,20600,869
Panama,2008,3580000,20500,942
Panama,2009,3640000,21300,991
Panama,2010,3710000,23400,1060
Peru,1970,13800000,7050,660
Peru,1971,14200000,7070,642
Peru,1972,14600000,7220,651
Peru,1973,15000000,7380,670
Peru,1974,15400000,7740,671
Peru,1975,15800000,7630,664
Peru,1976,16300000,7410,670
Peru,1977,16700000,7210,634
Peru,1978,17100000,7430,616
Peru,1979,17500000,7560,642
Peru,1980,18000000,7690,630
Peru,1981,18400000,7510,626
Peru,1982,18900000,6350,562
Peru,1983,19300000,6480,562
Peru,1984,19800000,6450,535
Peru,1985,20200000,6930,533
Peru,1986,20700000,7350,535
Peru,1987,21200000,6590,514
Peru,1988,21600000,5660,465
Peru,1989,22100000,5250,441
Peru,1990,22500000,5260,424
Peru,1991,23000000,5130,404
Peru,1992,23400000,5300,424
Peru,1993,23900000,5840,431
Peru,1994,24300000,6150,452
Peru,1995,24800000,6210,456
Peru,1996,25200000,6490,434
Peru,1997,25700000,6350,448
Peru,1998,26100000,6350,470
Peru,1999,26500000,6420,462
Peru,2000,26800000,6380,440
Peru,2001,27100000,6650,438
Peru,2002,27400000,6860,425
Peru,2003,27600000,7140,466
Peru,2004,27900000,7520,490
Peru,2005,28100000,8020,471
Peru,2006,28300000,8630,506
Peru,2007,28600000,9340,526
Peru,2008,28800000,9370,547
Peru,2009,29000000,10100,643
Peru,2010,29300000,10600,649
Philippines,1970,36800000,3380,416
Philippines,1971,37900000,3470,407
Philippines,1972,39000000,3680,440
Philippines,1973,40100000,3710,429
Philippines,1974,41300000,3820,442
Philippines,1975,42400000,4050,451
Philippines,1976,43600000,4170,457
Philippines,1977,44800000,4270,452
Philippines,1978,46100000,4400,466
Philippines,1979,47400000,4500,473
Philippines,1980,48700000,4550,463
Philippines,1981,50000000,4600,462
Philippines,1982,51400000,4580,489
Philippines,1983,52800000,4150,428
Philippines,1984,54300000,3760,438
Philippines,1985,55800000,3800,426
Philippines,1986,57300000,3870,434
Philippines,1987,58800000,4040,447
Philippines,1988,60300000,4200,458
Philippines,1989,61900000,4230,464
Philippines,1990,63500000,4100,452
Philippines,1991,65000000,4020,461
Philippines,1992,66600000,4010,450
Philippines,1993,68200000,4090,471
Philippines,1994,69800000,4180,482
Philippines,1995,71400000,4320,487
Philippines,1996,73000000,4450,501
Philippines,1997,74700000,4320,504
Philippines,1998,76300000,4360,506
Philippines,1999,78000000,4450,513
Philippines,2000,79700000,4490,481
Philippines,2001,81400000,4560,477
Philippines,2002,83100000,4700,469
Philippines,2003,84700000,4910,458
Philippines,2004,86300000,5050,450
Philippines,2005,87900000,5230,439
Philippines,2006,89400000,5480,432
Philippines,2007,90900000,5620,441
Philippines,2008,92400000,5610,413
Philippines,2009,94000000,5920,430
Philippines,2010,95600000,6040,426
Poland,1970,32900000,9300,2630
Poland,1971,33100000,9960,2690
Poland,1972,33400000,10700,2780
Poland,1973,33700000,11300,2880
Poland,1974,34000000,11800,3030
Poland,1975,34300000,12000,3160
Poland,1976,34600000,12200,3250
Poland,1977,34900000,12600,3490
Poland,1978,35200000,12300,3570
Poland,1979,35500000,12000,3560
Poland,1980,35900000,11300,3250
Poland,1981,36200000,11200,3410
Poland,1982,36600000,11700,3350
Poland,1983,36900000,12100,3210
Poland,1984,37100000,12200,3350
Poland,1985,37400000,12600,3460
Poland,1986,37500000,12400,3540
Poland,1987,37700000,12700,3500
Poland,1988,37800000,12500,3260
Poland,1989,38000000,11400,2710
Poland,1990,38100000,10500,2640
Poland,1991,38200000,10700,2570
Poland,1992,38300000,11100,2620
Poland,1993,38400000,11700,2500
Poland,1994,38500000,12500,2580
Poland,1995,38500000,13300,2680
Poland,1996,38500000,14100,2640
Poland,1997,38600000,14700,2460
Poland,1998,38600000,15400,2400
Poland,1999,38600000,16300,2320
Poland,2000,38500000,16500,2340
Poland,2001,38500000,16900,2310
Poland,2002,38400000,17500,2380
Poland,2003,38400000,18300,2380
Poland,2004,38400000,19000,2410
Poland,2005,38400000,20200,2540
Poland,2006,38400000,21600,2530
Poland,2007,38400000,22500,2560
Poland,2008,38400000,23100,2470
Poland,2009,38300000,24100,2640
Poland,2010,38300000,25200,2650
North Korea,1970,14800000,1710,1310
North Korea,1971,15200000,1830,1330
North Korea,1972,15600000,1970,1320
North Korea,1973,16000000,2120,1350
North Korea,1974,16300000,2300,1370
North Korea,1975,16600000,2350,1430
North Korea,1976,16800000,2410,1480
North Korea,1977,17000000,2470,1570
North Korea,1978,17200000,2530,1660
North Korea,1979,17500000,2590,1740
North Korea,1980,17700000,2640,1760
North Korea,1981,18000000,2700,1810
North Korea,1982,18300000,2750,1850
North Korea,1983,18600000,2810,1860
North Korea,1984,18900000,2870,1910
North Korea,1985,19200000,2850,1850
North Korea,1986,19400000,2840,1760
North Korea,1987,19700000,2830,1760
North Korea,1988,20000000,2830,1730
North Korea,1989,20300000,2830,1640
North Korea,1990,20600000,2660,1540
North Korea,1991,20900000,2440,1320
North Korea,1992,21300000,2300,1200
North Korea,1993,21600000,2220,1080
North Korea,1994,21900000,2090,1010
North Korea,1995,22100000,1990,874
North Korea,1996,22300000,1850,824
North Korea,1997,22500000,1820,763
North Korea,1998,22700000,1920,810
North Korea,1999,22900000,1910,860
North Korea,2000,23100000,1960,881
North Korea,2001,23300000,1970,838
North Korea,2002,23500000,1990,851
North Korea,2003,23700000,2020,864
North Korea,2004,23900000,2080,893
North Korea,2005,24100000,2050,896
North Korea,2006,24200000,2010,757
North Korea,2007,24300000,2060,830
North Korea,2008,24400000,2040,815
North Korea,2009,24500000,2010,770
North Korea,2010,24700000,2020,567
Portugal,1970,8700000,11500,726
Portugal,1971,8790000,12500,745
Portugal,1972,8910000,14000,799
Portugal,1973,9040000,14100,824
Portugal,1974,9170000,13100,845
Portugal,1975,9300000,13800,872
Portugal,1976,9430000,14600,845
Portugal,1977,9550000,15000,917
Portugal,1978,9660000,15900,998
Portugal,1979,9750000,16600,1020
Portugal,1980,9820000,16900,1010
Portugal,1981,9870000,17300,1120
Portugal,1982,9900000,17300,1120
Portugal,1983,9920000,17100,1120
Portugal,1984,9930000,17600,1090
Portugal,1985,9930000,18500,1210
Portugal,1986,9910000,19700,1240
Portugal,1987,9900000,21300,1300
Portugal,1988,9890000,22500,1580
Portugal,1989,9900000,23600,1680
Portugal,1990,9920000,24700,1700
Portugal,1991,9950000,25000,1810
Portugal,1992,10000000,24500,1790
Portugal,1993,10000000,24600,1830
Portugal,1994,10100000,25600,2010
Portugal,1995,10100000,26400,1990
Portugal,1996,10200000,27400,2080
Portugal,1997,10200000,28600,2240
Portugal,1998,10300000,29600,2390
Portugal,1999,10300000,30500,2390
Portugal,2000,10300000,30900,2390
Portugal,2001,10400000,30900,2480
Portugal,2002,10400000,30500,2400
Portugal,2003,10500000,31000,2460
Portugal,2004,10500000,31200,2520
Portugal,2005,10500000,31600,2390
Portugal,2006,10600000,32400,2400
Portugal,2007,10600000,32400,2340
Portugal,2008,10600000,31400,2300
Portugal,2009,10600000,31900,2220
Portugal,2010,10600000,31400,2160
Paraguay,1970,2540000,3840,540
Paraguay,1971,2600000,4040,541
Paraguay,1972,2660000,4270,571
Paraguay,1973,2720000,4550,553
Paraguay,1974,2790000,4800,528
Paraguay,1975,2860000,5080,548
Paraguay,1976,2940000,5590,580
Paraguay,1977,3010000,6160,631
Paraguay,1978,3100000,6800,623
Paraguay,1979,3180000,7480,655
Paraguay,1980,3270000,8020,636
Paraguay,1981,3370000,7820,630
Paraguay,1982,3470000,7460,626
Paraguay,1983,3570000,7550,619
Paraguay,1984,3680000,7700,614
Paraguay,1985,3780000,7560,622
Paraguay,1986,3890000,7740,698
Paraguay,1987,4000000,8080,726
Paraguay,1988,4110000,8380,769
Paraguay,1989,4220000,8470,728
Paraguay,1990,4330000,8550,732
Paraguay,1991,4450000,8470,711
Paraguay,1992,4560000,8680,720
Paraguay,1993,4670000,8920,768
Paraguay,1994,4780000,9310,822
Paraguay,1995,4890000,9240,822
Paraguay,1996,5000000,9420,874
Paraguay,1997,5110000,9230,844
Paraguay,1998,5220000,8910,789
Paraguay,1999,5320000,8530,723
Paraguay,2000,5430000,8290,722
Paraguay,2001,5530000,8140,702
Paraguay,2002,5630000,8340,704
Paraguay,2003,5730000,8530,699
Paraguay,2004,5820000,8570,680
Paraguay,2005,5910000,8850,690
Paraguay,2006,6000000,9190,705
Paraguay,2007,6080000,9640,729
Paraguay,2008,6160000,9490,728
Paraguay,2009,6250000,10400,769
Paraguay,2010,6330000,10700,770
Qatar,1970,119000,154000,7750
Qatar,1971,131000,155000,7800
Qatar,1972,142000,157000,10100
Qatar,1973,154000,153000,8010
Qatar,1974,164000,150000,12400
Qatar,1975,174000,153000,8800
Qatar,1976,182000,134000,9520
Qatar,1977,192000,137000,8450
Qatar,1978,205000,134000,13700
Qatar,1979,224000,121000,14800
Qatar,1980,248000,109000,16700
Qatar,1981,277000,90500,17300
Qatar,1982,309000,79100,16100
Qatar,1983,341000,74500,16500
Qatar,1984,371000,66600,15200
Qatar,1985,398000,64900,15100
Qatar,1986,422000,60700,14700
Qatar,1987,444000,60700,14600
Qatar,1988,462000,61500,14400
Qatar,1989,476000,61200,13700
Qatar,1990,487000,58300,14800
Qatar,1991,495000,63400,15200
Qatar,1992,501000,61300,15600
Qatar,1993,507000,61000,15500
Qatar,1994,513000,61200,15900
Qatar,1995,523000,62300,16500
Qatar,1996,535000,78400,19000
Qatar,1997,552000,83900,19300
Qatar,1998,570000,83900,19800
Qatar,1999,592000,86600,18400
Qatar,2000,615000,86600,19600
Qatar,2001,641000,89100,21300
Qatar,2002,682000,86900,20700
Qatar,2003,753000,93700,22100
Qatar,2004,865000,87700,19300
Qatar,2005,1020000,93700,19200
Qatar,2006,1220000,92800,18200
Qatar,2007,1440000,92600,15800
Qatar,2008,1650000,90000,14600
Qatar,2009,1860000,95900,14900
Qatar,2010,2040000,99100,15400
Romania,1970,20800000,5550,2060
Romania,1971,21000000,6360,2130
Romania,1972,21200000,7280,2300
Romania,1973,21500000,7450,2290
Romania,1974,21700000,7720,2430
Romania,1975,21900000,8700,2590
Romania,1976,22100000,9340,2740
Romania,1977,22300000,10300,2920
Romania,1978,22500000,10600,2880
Romania,1979,22600000,10800,2940
Romania,1980,22700000,11000,2900
Romania,1981,22800000,11600,2880
Romania,1982,22900000,12500,2890
Romania,1983,23000000,13500,2860
Romania,1984,23100000,13600,2860
Romania,1985,23200000,14200,2920
Romania,1986,23300000,14500,3030
Romania,1987,23400000,14600,3030
Romania,1988,23500000,13900,2990
Romania,1989,23500000,13300,2680
Romania,1990,23500000,11700,2230
Romania,1991,23400000,10800,2050
Romania,1992,23300000,11000,2000
Romania,1993,23100000,11400,1890
Romania,1994,23000000,12200,2050
Romania,1995,22800000,12700,2110
Romania,1996,22600000,12100,1990
Romania,1997,22500000,11900,1820
Romania,1998,22300000,11800,1610
Romania,1999,22100000,12100,1610
Romania,2000,22000000,13000,1660
Romania,2001,21900000,14000,1760
Romania,2002,21700000,14400,1830
Romania,2003,21600000,16000,1800
Romania,2004,21400000,16800,1810
Romania,2005,21200000,18300,1880
Romania,2006,21000000,19900,1900
Romania,2007,20800000,22100,1930
Romania,2008,20600000,21100,1710
Romania,2009,20500000,20400,1730
Romania,2010,20300000,20900,1780
Saudi Arabia,1970,6100000,15500,1210
Saudi Arabia,1971,6390000,17400,978
Saudi Arabia,1972,6710000,20200,1080
Saudi Arabia,1973,7050000,22600,1150
Saudi Arabia,1974,7420000,21600,1180
Saudi Arabia,1975,7800000,22200,1300
Saudi Arabia,1976,8210000,24000,1380
Saudi Arabia,1977,8650000,23700,1980
Saudi Arabia,1978,9140000,23500,2460
Saudi Arabia,1979,9690000,24200,3210
Saudi Arabia,1980,10300000,24600,4100
Saudi Arabia,1981,11000000,23600,4310
Saudi Arabia,1982,11700000,19900,4430
Saudi Arabia,1983,12400000,18800,3680
Saudi Arabia,1984,13100000,16600,3510
Saudi Arabia,1985,13800000,14800,3330
Saudi Arabia,1986,14400000,14900,3800
Saudi Arabia,1987,15100000,14700,4170
Saudi Arabia,1988,15700000,14700,4010
Saudi Arabia,1989,16200000,16500,3570
Saudi Arabia,1990,16800000,19400,4030
Saudi Arabia,1991,17300000,20600,4450
Saudi Arabia,1992,17800000,20800,4500
Saudi Arabia,1993,18200000,21500,4610
Saudi Arabia,1994,18600000,22100,4530
Saudi Arabia,1995,19000000,23300,4750
Saudi Arabia,1996,19400000,24300,4440
Saudi Arabia,1997,19800000,25700,4650
Saudi Arabia,1998,20200000,25400,4630
Saudi Arabia,1999,20700000,27500,4740
Saudi Arabia,2000,21200000,27800,4740
Saudi Arabia,2001,21800000,27700,5100
Saudi Arabia,2002,22500000,31500,5010
Saudi Arabia,2003,23100000,34800,5180
Saudi Arabia,2004,23800000,37600,5150
Saudi Arabia,2005,24500000,39700,5540
Saudi Arabia,2006,25200000,41500,5570
Saudi Arabia,2007,25900000,45300,6050
Saudi Arabia,2008,26600000,44400,6260
Saudi Arabia,2009,27400000,44000,6760
Saudi Arabia,2010,28300000,47000,6300
Sudan,1970,10600000,1840,662
Sudan,1971,11000000,1770,652
Sudan,1972,11300000,1580,649
Sudan,1973,11700000,1700,634
Sudan,1974,12100000,1870,615
Sudan,1975,12600000,2160,594
Sudan,1976,13000000,2430,591
Sudan,1977,13500000,2330,579
Sudan,1978,14000000,2020,564
Sudan,1979,14500000,1990,577
Sudan,1980,15000000,1970,562
Sudan,1981,15600000,2170,567
Sudan,1982,16100000,2090,566
Sudan,1983,16700000,1930,545
Sudan,1984,17200000,1760,550
Sudan,1985,17800000,1790,541
Sudan,1986,18300000,1810,517
Sudan,1987,18900000,1810,532
Sudan,1988,19500000,1920,516
Sudan,1989,20100000,1730,528
Sudan,1990,20900000,1820,508
Sudan,1991,21700000,1890,489
Sudan,1992,22500000,1920,457
Sudan,1993,23300000,1890,511
Sudan,1994,24100000,1950,497
Sudan,1995,24800000,2010,495
Sudan,1996,25400000,2170,493
Sudan,1997,26000000,2200,487
Sudan,1998,26600000,2210,529
Sudan,1999,27300000,2280,488
Sudan,2000,28000000,2360,498
Sudan,2001,28700000,2450,527
Sudan,2002,29500000,2560,499
Sudan,2003,30200000,2590,487
Sudan,2004,30900000,2710,484
Sudan,2005,31700000,2900,508
Sudan,2006,32400000,3140,481
Sudan,2007,33100000,3300,478
Sudan,2008,33800000,3310,484
Sudan,2009,34500000,3220,484
Sudan,2010,35300000,3650,471
Senegal,1970,4390000,2550,283
Senegal,1971,4520000,2630,279
Senegal,1972,4660000,2410,283
Senegal,1973,4800000,2430,283
Senegal,1974,4930000,2560,282
Senegal,1975,5060000,2720,280
Senegal,1976,5180000,2570,281
Senegal,1977,5310000,2390,275
Senegal,1978,5440000,2480,280
Senegal,1979,5580000,2320,280
Senegal,1980,5740000,2230,270
Senegal,1981,5910000,2490,260
Senegal,1982,6090000,2470,253
Senegal,1983,6280000,2290,258
Senegal,1984,6470000,2300,241
Senegal,1985,6670000,2330,245
Senegal,1986,6880000,2350,253
Senegal,1987,7090000,2400,234
Senegal,1988,7300000,2270,225
Senegal,1989,7530000,2300,224
Senegal,1990,7760000,2290,216
Senegal,1991,7990000,2250,223
Senegal,1992,8230000,2210,216
Senegal,1993,8460000,2150,208
Senegal,1994,8690000,2200,215
Senegal,1995,8910000,2190,214
Senegal,1996,9130000,2210,222
Senegal,1997,9350000,2280,229
Senegal,1998,9570000,2370,236
Senegal,1999,9800000,2390,245
Senegal,2000,10000000,2440,258
Senegal,2001,10300000,2400,256
Senegal,2002,10500000,2490,243
Senegal,2003,10800000,2580,253
Senegal,2004,11100000,2650,252
Senegal,2005,11400000,2650,246
Senegal,2006,11700000,2710,257
Senegal,2007,12000000,2740,261
Senegal,2008,12300000,2720,305
Senegal,2009,12700000,2740,302
Senegal,2010,13000000,2710,311
Singapore,1970,2110000,9750,1290
Singapore,1971,2150000,11000,1570
Singapore,1972,2190000,12100,1710
Singapore,1973,2230000,12900,1800
Singapore,1974,2260000,13400,1640
Singapore,1975,2290000,14400,1690
Singapore,1976,2310000,15500,1760
Singapore,1977,2340000,16800,2210
Singapore,1978,2370000,18300,2130
Singapore,1979,2410000,20200,2130
Singapore,1980,2460000,21500,2120
Singapore,1981,2520000,22300,1990
Singapore,1982,2580000,24100,2200
Singapore,1983,2640000,26000,2460
Singapore,1984,2710000,26000,2470
Singapore,1985,2760000,26600,2630
Singapore,1986,2820000,29300,2760
Singapore,1987,2870000,32100,2980
Singapore,1988,2940000,34600,2900
Singapore,1989,3010000,37300,3780
Singapore,1990,3100000,38700,4170
Singapore,1991,3200000,40100,4590
Singapore,1992,3310000,43600,5490
Singapore,1993,3420000,46900,6460
Singapore,1994,3530000,48800,5350
Singapore,1995,3640000,50300,5360
Singapore,1996,3750000,52700,5820
Singapore,1997,3860000,49800,5080
Singapore,1998,3950000,52300,4590
Singapore,1999,4030000,56000,4630
Singapore,2000,4080000,53900,5150
Singapore,2001,4100000,55500,5070
Singapore,2002,4130000,58900,6220
Singapore,2003,4180000,63900,7370
Singapore,2004,4270000,67000,5060
Singapore,2005,4400000,70800,5260
Singapore,2006,4580000,74000,4680
Singapore,2007,4780000,71500,5090
Singapore,2008,4970000,69500,4260
Singapore,2009,5130000,78200,5010
Singapore,2010,5260000,81400,5070
El Salvador,1970,3770000,4620,465
El Salvador,1971,3870000,4820,484
El Salvador,1972,3960000,5000,499
El Salvador,1973,4060000,5250,499
El Salvador,1974,4150000,5460,544
El Salvador,1975,4250000,5590,614
El Salvador,1976,4340000,5830,621
El Salvador,1977,4430000,6100,644
El Salvador,1978,4510000,5910,617
El Salvador,1979,4590000,5380,549
El Salvador,1980,4670000,5040,583
El Salvador,1981,4740000,4840,593
El Salvador,1982,4800000,4870,562
El Salvador,1983,4870000,4960,566
El Salvador,1984,4940000,5020,532
El Salvador,1985,5000000,5000,456
El Salvador,1986,5070000,5090,502
El Salvador,1987,5130000,5120,462
El Salvador,1988,5200000,5130,468
El Salvador,1989,5270000,5270,468
El Salvador,1990,5340000,5270,508
El Salvador,1991,5420000,5560,523
El Salvador,1992,5490000,5810,543
El Salvador,1993,5560000,6000,568
El Salvador,1994,5630000,6210,597
El Salvador,1995,5690000,6200,564
El Salvador,1996,5750000,6330,618
El Salvador,1997,5800000,6440,630
El Salvador,1998,5840000,6520,649
El Salvador,1999,5890000,6550,674
El Salvador,2000,5930000,6560,700
El Salvador,2001,5960000,6630,710
El Salvador,2002,5990000,6700,737
El Salvador,2003,6020000,6720,727
El Salvador,2004,6050000,6870,745
El Salvador,2005,6080000,7140,779
El Salvador,2006,6110000,7240,733
El Salvador,2007,6130000,7390,734
El Salvador,2008,6160000,7210,684
El Salvador,2009,6180000,7330,687
El Salvador,2010,6210000,7580,691
Slovak Republic,1970,4580000,12500,3130
Slovak Republic,1971,4620000,12800,3220
Slovak Republic,1972,4660000,13200,3340
Slovak Republic,1973,4710000,13500,3460
Slovak Republic,1974,4750000,13800,3540
Slovak Republic,1975,4800000,13800,3630
Slovak Republic,1976,4850000,14200,3780
Slovak Republic,1977,4900000,14100,3930
Slovak Republic,1978,4950000,14000,3970
Slovak Republic,1979,5000000,14100,3980
Slovak Republic,1980,5040000,13900,3870
Slovak Republic,1981,5070000,13900,3750
Slovak Republic,1982,5110000,13900,3770
Slovak Republic,1983,5140000,14100,3930
Slovak Republic,1984,5170000,14000,4020
Slovak Republic,1985,5190000,14500,3980
Slovak Republic,1986,5220000,14800,4070
Slovak Republic,1987,5240000,15000,4110
Slovak Republic,1988,5270000,15100,4080
Slovak Republic,1989,5290000,14700,4020
Slovak Republic,1990,5310000,12500,3610
Slovak Republic,1991,5330000,11700,3410
Slovak Republic,1992,5350000,11900,3330
Slovak Republic,1993,5360000,12600,3260
Slovak Republic,1994,5380000,13300,3320
Slovak Republic,1995,5380000,14100,3360
Slovak Republic,1996,5390000,15000,3360
Slovak Republic,1997,5400000,15500,3260
Slovak Republic,1998,5400000,15500,3270
Slovak Republic,1999,5400000,15700,3290
Slovak Republic,2000,5400000,16300,3460
Slovak Republic,2001,5400000,17000,3480
Slovak Republic,2002,5400000,17900,3470
Slovak Republic,2003,5400000,18900,3420
Slovak Republic,2004,5400000,20100,3500
Slovak Republic,2005,5400000,21800,3470
Slovak Republic,2006,5400000,24200,3320
Slovak Republic,2007,5400000,25500,3410
Slovak Republic,2008,5400000,24100,3110
Slovak Republic,2009,5400000,25500,3310
Slovak Republic,2010,5410000,26200,3210
Sweden,1970,8100000,23900,4450
Sweden,1971,8130000,24400,4530
Sweden,1972,8150000,25400,4770
Sweden,1973,8170000,26200,4510
Sweden,1974,8200000,26800,4760
Sweden,1975,8220000,27000,5150
Sweden,1976,8250000,26600,5050
Sweden,1977,8280000,27000,5020
Sweden,1978,8300000,28000,5230
Sweden,1979,8320000,28500,4870
Sweden,1980,8330000,28500,5100
Sweden,1981,8330000,28900,4880
Sweden,1982,8330000,29400,4940
Sweden,1983,8340000,30600,5220
Sweden,1984,8360000,31200,5660
Sweden,1985,8380000,31900,5880
Sweden,1986,8420000,32800,5760
Sweden,1987,8460000,33400,5850
Sweden,1988,8510000,34000,5590
Sweden,1989,8570000,34300,5510
Sweden,1990,8630000,33600,5650
Sweden,1991,8690000,33100,5370
Sweden,1992,8750000,32200,5330
Sweden,1993,8800000,33200,5660
Sweden,1994,8840000,34300,5700
Sweden,1995,8860000,34800,5830
Sweden,1996,8870000,35900,5670
Sweden,1997,8870000,37400,5770
Sweden,1998,8870000,39000,5660
Sweden,1999,8880000,40800,5360
Sweden,2000,8900000,41200,5680
Sweden,2001,8920000,42000,5800
Sweden,2002,8950000,42800,5650
Sweden,2003,8990000,44500,5850
Sweden,2004,9040000,45600,5710
Sweden,2005,9100000,47400,5530
Sweden,2006,9160000,48700,5470
Sweden,2007,9240000,48100,5380
Sweden,2008,9310000,45600,4880
Sweden,2009,9390000,47900,5430
Sweden,2010,9470000,49100,5270
Syria,1970,6570000,6890,362
Syria,1971,6800000,8330,291
Syria,1972,7040000,7360,292
Syria,1973,7280000,8840,363
Syria,1974,7540000,10200,405
Syria,1975,7790000,11000,444
Syria,1976,8060000,10500,477
Syria,1977,8340000,11000,504
Syria,1978,8630000,11000,632
Syria,1979,8930000,11900,500
Syria,1980,9250000,12600,576
Syria,1981,9590000,12400,667
Syria,1982,9940000,12200,738
Syria,1983,10300000,11300,820
Syria,1984,10600000,11500,735
Syria,1985,11000000,10600,731
Syria,1986,11400000,10400,787
Syria,1987,11700000,11400,791
Syria,1988,12100000,10000,770
Syria,1989,12400000,10500,841
Syria,1990,12800000,10800,890
Syria,1991,13200000,11500,827
Syria,1992,13600000,11600,808
Syria,1993,14000000,11500,820
Syria,1994,14300000,11300,843
Syria,1995,14800000,10900,866
Syria,1996,15200000,10200,914
Syria,1997,15600000,10100,991
Syria,1998,16000000,9160,961
Syria,1999,16400000,8820,941
Syria,2000,16800000,8640,945
Syria,2001,17100000,8660,963
Syria,2002,17400000,8040,950
Syria,2003,17800000,8110,970
Syria,2004,18400000,8090,1130
Syria,2005,19100000,7940,1130
Syria,2006,19900000,7800,1140
Syria,2007,20700000,7590,1120
Syria,2008,21200000,7580,1010
Syria,2009,21400000,7500,1010
Syria,2010,21100000,6880,944
Togo,1970,2190000,1900,333
