Country,Year,Population,Income,Energy
Gabon,1985,850000,19100,1600
Gabon,1986,874000,15400,1480
Gabon,1987,898000,16900,1520
Gabon,1988,924000,17800,1370
Gabon,1989,949000,18200,1240
Gabon,1990,976000,18800,1250
Gabon,1991,1000000,17700,1300
Gabon,1992,1030000,17900,1340
Gabon,1993,1060000,18100,1160
Gabon,1994,1080000,18500,1240
Gabon,1995,1110000,18700,1250
Gabon,1996,1140000,19300,1240
Gabon,1997,1170000,19500,1290
Gabon,1998,1200000,17300,1220
Gabon,1999,1230000,16600,1200
Gabon,2000,1260000,16500,1250
Gabon,2001,1290000,16100,1480
Gabon,2002,1320000,16100,1700
Gabon,2003,1350000,15800,1920
Gabon,2004,1390000,15800,2160
Gabon,2005,1430000,14900,2360
Gabon,2006,1470000,15300,2560
Gabon,2007,1520000,14400,2720
Gabon,2008,1570000,13900,2880
Gabon,2009,1620000,14400,3130
Gabon,2010,1680000,14900,2430
United Kingdom,1970,55700000,20200,3730
United Kingdom,1971,55900000,20900,3750
United Kingdom,1972,56000000,22200,3880
United Kingdom,1973,56100000,21900,3730
United Kingdom,1974,56200000,21900,3550
United Kingdom,1975,56200000,22400,3620
United Kingdom,1976,56200000,22900,3700
United Kingdom,1977,56200000,23800,3680
United Kingdom,1978,56200000,24400,3860
United Kingdom,1979,56200000,24000,3520
United Kingdom,1980,56200000,23700,3420
United Kingdom,1981,56200000,24100,3400
United Kingdom,1982,56300000,24900,3380
United Kingdom,1983,56300000,25500,3370
United Kingdom,1984,56400000,26400,3550
United Kingdom,1985,56500000,27400,3600
United Kingdom,1986,56700000,28700,3620
United Kingdom,1987,56800000,30000,3640
United Kingdom,1988,57000000,30600,3630
United Kingdom,1989,57100000,30700,3600
United Kingdom,1990,57300000,30200,3710
United Kingdom,1991,57400000,30300,3680
United Kingdom,1992,57600000,30900,3710
United Kingdom,1993,57800000,32100,3730
United Kingdom,1994,57900000,32800,3730
United Kingdom,1995,58100000,33500,3880
United Kingdom,1996,58300000,34700,3760
United Kingdom,1997,58500000,35900,3790
United Kingdom,1998,58700000,37000,3780
United Kingdom,1999,58900000,38100,3790
United Kingdom,2000,59100000,39100,3780
United Kingdom,2001,59300000,39800,3690
United Kingdom,2002,59600000,41000,3730
United Kingdom,2003,59900000,41700,3690
United Kingdom,2004,60300000,42700,3690
United Kingdom,2005,60800000,43600,3600
United Kingdom,2006,61500000,44300,3440
United Kingdom,2007,62100000,43800,3360
United Kingdom,2008,62800000,41700,3150
United Kingdom,2009,63500000,42100,3230
United Kingdom,2010,64000000,42500,2970
Ghana,1970,8970000,2940,334
Ghana,1971,9230000,2780,343
Ghana,1972,9490000,2790,354
Ghana,1973,9750000,2920,362
Ghana,1974,9990000,2520,366
Ghana,1975,10200000,2400,359
Ghana,1976,10400000,2420,374
Ghana,1977,10600000,2590,366
Ghana,1978,10800000,2510,362
Ghana,1979,11100000,2410,364
Ghana,1980,11300000,2390,371
Ghana,1981,11700000,2200,371
Ghana,1982,12000000,1980,305
Ghana,1983,12400000,2050,316
Ghana,1984,12800000,2100,340
Ghana,1985,13200000,2130,344
Ghana,1986,13600000,2190,362
Ghana,1987,13900000,2260,344
Ghana,1988,14400000,2320,361
Ghana,1989,14800000,2340,358
Ghana,1990,15200000,2400,360
Ghana,1991,15700000,2420,362
Ghana,1992,16100000,2470,369
Ghana,1993,16600000,2480,373
Ghana,1994,17000000,2510,380
Ghana,1995,17500000,2560,383
Ghana,1996,17900000,2600,391
Ghana,1997,18400000,2660,403
Ghana,1998,18800000,2710,408
Ghana,1999,19300000,2740,326
Ghana,2000,19800000,2780,320
Ghana,2001,20200000,2830,310
Ghana,2002,20800000,2910,286
Ghana,2003,21300000,3000,279
Ghana,2004,21800000,3090,270
Ghana,2005,22400000,3210,280
Ghana,2006,23000000,3260,273
Ghana,2007,23600000,3470,266
Ghana,2008,24200000,3550,281
Ghana,2009,24800000,3730,299
Ghana,2010,25400000,4160,311
Greece,1970,8720000,13700,984
Greece,1971,8770000,15400,1130
Greece,1972,8840000,16100,1320
Greece,1973,8920000,15600,1260
Greece,1974,9010000,16600,1300
Greece,1975,9130000,17500,1390
Greece,1976,9250000,18000,1470
Greece,1977,9390000,19200,1530
Greece,1978,9520000,19800,1600
Greece,1979,9630000,20200,1550
Greece,1980,9720000,20200,1510
Greece,1981,9800000,20300,1540
Greece,1982,9860000,20500,1600
Greece,1983,9920000,21100,1650
Greece,1984,9970000,21900,1770
Greece,1985,10000000,22400,1670
Greece,1986,10100000,22400,1790
Greece,1987,10100000,23600,1900
Greece,1988,10200000,24600,2090
Greece,1989,10200000,24600,2100
Greece,1990,10300000,25000,2090
Greece,1991,10400000,25000,2130
Greece,1992,10500000,24500,2090
Greece,1993,10600000,24800,2140
Greece,1994,10700000,25200,2150
Greece,1995,10800000,25900,2210
Greece,1996,10900000,26900,2280
Greece,1997,11000000,27800,2390
Greece,1998,11000000,28500,2390
Greece,1999,11100000,29500,2510
Greece,2000,11100000,30600,2580
Greece,2001,11200000,31700,2600
Greece,2002,11200000,33400,2670
Greece,2003,11200000,35000,2710
Greece,2004,11200000,35100,2750
Greece,2005,11200000,37000,2740
Greece,2006,11100000,38100,2730
Greece,2007,11000000,37900,2750
Greece,2008,11000000,36200,2650
Greece,2009,10900000,34100,2480
Greece,2010,10800000,31100,2410
Guatemala,1970,5780000,5390,489
Guatemala,1971,5940000,5650,493
Guatemala,1972,6100000,5880,503
Guatemala,1973,6270000,6090,505
Guatemala,1974,6430000,6060,543
Guatemala,1975,6600000,6340,568
Guatemala,1976,6770000,6660,589
Guatemala,1977,6930000,6810,590
Guatemala,1978,7110000,6950,611
Guatemala,1979,7280000,7030,550
Guatemala,1980,7470000,6870,522
Guatemala,1981,7650000,6470,499
Guatemala,1982,7850000,6110,469
Guatemala,1983,8040000,5970,482
Guatemala,1984,8240000,5760,478
Guatemala,1985,8440000,5580,447
Guatemala,1986,8640000,5530,459
Guatemala,1987,8840000,5500,464
Guatemala,1988,9050000,5550,469
Guatemala,1989,9260000,5560,487
Guatemala,1990,9480000,5610,488
Guatemala,1991,9710000,5730,501
Guatemala,1992,9940000,5810,487
Guatemala,1993,10200000,5890,501
Guatemala,1994,10400000,6030,517
Guatemala,1995,10600000,6060,519
Guatemala,1996,10900000,6180,530
Guatemala,1997,11100000,6340,563
Guatemala,1998,11400000,6430,604
Guatemala,1999,11700000,6500,607
Guatemala,2000,11900000,6490,606
Guatemala,2001,12200000,6590,597
Guatemala,2002,12500000,6610,607
Guatemala,2003,12800000,6680,612
Guatemala,2004,13100000,6750,602
Guatemala,2005,13400000,6970,600
Guatemala,2006,13700000,7270,632
Guatemala,2007,14000000,7360,594
Guatemala,2008,14300000,7260,669
Guatemala,2009,14600000,7340,715
Guatemala,2010,14900000,7500,751
"Hong Kong, China",1970,3910000,10800,742
"Hong Kong, China",1971,3970000,11700,761
"Hong Kong, China",1972,4040000,12900,748
"Hong Kong, China",1973,4110000,12800,797
"Hong Kong, China",1974,4210000,12500,813
"Hong Kong, China",1975,4330000,14000,894
"Hong Kong, China",1976,4460000,15100,998
"Hong Kong, China",1977,4610000,15800,1080
"Hong Kong, China",1978,4750000,17100,919
"Hong Kong, China",1979,4870000,18300,914
"Hong Kong, China",1980,4970000,19500,995
"Hong Kong, China",1981,5060000,19700,1080
"Hong Kong, China",1982,5130000,20500,1150
"Hong Kong, China",1983,5210000,22200,1160
"Hong Kong, China",1984,5290000,21900,1210
"Hong Kong, China",1985,5370000,23900,1370
"Hong Kong, China",1986,5460000,26500,1470
"Hong Kong, China",1987,5560000,28100,1650
"Hong Kong, China",1988,5650000,28300,1660
"Hong Kong, China",1989,5730000,28800,1510
"Hong Kong, China",1990,5800000,30200,1550
"Hong Kong, China",1991,5860000,31800,1830
"Hong Kong, China",1992,5930000,33200,1780
"Hong Kong, China",1993,6000000,34400,1760
"Hong Kong, China",1994,6080000,34500,1720
"Hong Kong, China",1995,6190000,34500,1620
"Hong Kong, China",1996,6300000,35900,1550
"Hong Kong, China",1997,6420000,33500,2000
"Hong Kong, China",1998,6520000,34000,2430
"Hong Kong, China",1999,6610000,36300,2040
"Hong Kong, China",2000,6660000,36300,2110
"Hong Kong, China",2001,6700000,36700,1950
"Hong Kong, China",2002,6720000,37900,2010
"Hong Kong, China",2003,6740000,40900,1870
"Hong Kong, China",2004,6770000,43700,1840
"Hong Kong, China",2005,6800000,46500,1930
"Hong Kong, China",2006,6840000,49000,2060
"Hong Kong, China",2007,6880000,49800,2010
"Hong Kong, China",2008,6920000,48500,2110
"Hong Kong, China",2009,6970000,51400,1950
"Hong Kong, China",2010,7010000,53500,2090
Honduras,1970,2800000,2940,496
Honduras,1971,2880000,3010,493
Honduras,1972,2970000,3140,497
Honduras,1973,3060000,3480,490
Honduras,1974,3150000,3450,488
Honduras,1975,3250000,3710,493
Honduras,1976,3350000,3980,506
Honduras,1977,3460000,4250,503
Honduras,1978,3570000,4310,504
Honduras,1979,3680000,4210,509
Honduras,1980,3790000,4160,490
Honduras,1981,3910000,3980,515
Honduras,1982,4030000,3840,490
Honduras,1983,4150000,3880,486
Honduras,1984,4280000,3920,467
Honduras,1985,4410000,3830,466
Honduras,1986,4540000,3950,477
Honduras,1987,4680000,4020,485
Honduras,1988,4810000,4090,491
Honduras,1989,4960000,3990,480
Honduras,1990,5100000,3750,471
Honduras,1991,5240000,3870,477
Honduras,1992,5390000,4000,474
Honduras,1993,5550000,3900,479
Honduras,1994,5710000,4030,495
Honduras,1995,5870000,3990,483
Honduras,1996,6050000,4050,512
Honduras,1997,6220000,4080,535
Honduras,1998,6400000,3940,457
Honduras,1999,6570000,4110,455
Honduras,2000,6750000,4110,478
Honduras,2001,6930000,4160,484
Honduras,2002,7110000,4240,513
Honduras,2003,7280000,4390,540
Honduras,2004,7460000,4550,551
Honduras,2005,7630000,4730,523
Honduras,2006,7810000,4910,601
Honduras,2007,7980000,5010,583
Honduras,2008,8150000,4790,547
Honduras,2009,8320000,4870,549
Honduras,2010,8480000,4960,597
Haiti,1970,4760000,2420,316
Haiti,1971,4840000,2450,320
Haiti,1972,4920000,2560,323
Haiti,1973,5000000,2710,331
Haiti,1974,5090000,2730,337
Haiti,1975,5190000,2960,350
Haiti,1976,5290000,2970,354
Haiti,1977,5400000,3100,361
Haiti,1978,5520000,3330,367
Haiti,1979,5640000,3560,369
Haiti,1980,5770000,3450,300
Haiti,1981,5910000,3310,304
Haiti,1982,6050000,3330,306
Haiti,1983,6190000,3320,301
Haiti,1984,6340000,3320,297
Haiti,1985,6480000,3290,226
Haiti,1986,6620000,3250,228
Haiti,1987,6760000,3330,231
Haiti,1988,6900000,3220,231
Haiti,1989,7040000,3230,222
Haiti,1990,7180000,3230,217
Haiti,1991,7320000,3000,221
Haiti,1992,7460000,2780,210
Haiti,1993,7600000,2400,189
Haiti,1994,7740000,2590,219
Haiti,1995,7890000,2650,246
Haiti,1996,8030000,2670,255
Haiti,1997,8170000,2680,251
Haiti,1998,8320000,2710,250
Haiti,1999,8460000,2690,238
Haiti,2000,8610000,2630,239
Haiti,2001,8750000,2610,264
Haiti,2002,8900000,2650,249
Haiti,2003,9050000,2580,253
Haiti,2004,9200000,2630,370
Haiti,2005,9340000,2630,375
Haiti,2006,9500000,2740,387
Haiti,2007,9650000,2760,386
Haiti,2008,9800000,2890,385
Haiti,2009,9950000,2740,382
Haiti,2010,10100000,2860,389
Hungary,1970,10400000,11400,1840
Hungary,1971,10400000,11700,1880
Hungary,1972,10500000,12500,2040
Hungary,1973,10500000,13000,2100
Hungary,1974,10500000,13400,2170
Hungary,1975,10600000,13500,2310
Hungary,1976,10600000,14500,2430
Hungary,1977,10700000,15000,2670
Hungary,1978,10700000,15200,2640
Hungary,1979,10800000,15600,2650
Hungary,1980,10700000,15900,2630
Hungary,1981,10700000,16700,2630
Hungary,1982,10700000,16800,2590
Hungary,1983,10600000,17500,2700
Hungary,1984,10600000,17300,2790
Hungary,1985,10500000,17900,2790
Hungary,1986,10500000,18400,2890
Hungary,1987,10400000,19200,2860
Hungary,1988,10400000,19100,2870
Hungary,1989,10400000,18100,2770
Hungary,1990,10400000,16500,2640
Hungary,1991,10400000,16000,2420
Hungary,1992,10400000,15900,2480
Hungary,1993,10400000,16400,2410
Hungary,1994,10300000,16700,2500
Hungary,1995,10300000,16700,2570
Hungary,1996,10300000,17300,2530
Hungary,1997,10300000,18000,2500
Hungary,1998,10200000,18600,2490
Hungary,1999,10200000,19500,2450
Hungary,2000,10200000,20300,2510
Hungary,2001,10200000,21300,2520
Hungary,2002,10100000,22300,2580
Hungary,2003,10100000,23400,2580
Hungary,2004,10100000,24400,2730
Hungary,2005,10100000,25500,2710
Hungary,2006,10000000,25600,2660
Hungary,2007,9990000,25900,2640
Hungary,2008,9960000,24200,2480
Hungary,2009,9930000,24500,2570
Hungary,2010,9900000,25100,2500
Indonesia,1970,118000000,2230,297
Indonesia,1971,121000000,2420,301
Indonesia,1972,124000000,2710,307
Indonesia,1973,127000000,2780,310
Indonesia,1974,131000000,2720,315
Indonesia,1975,134000000,2890,321
Indonesia,1976,137000000,3040,348
Indonesia,1977,141000000,3110,364
Indonesia,1978,144000000,3200,372
Indonesia,1979,147000000,3390,378
Indonesia,1980,151000000,3550,388
Indonesia,1981,154000000,3340,389
Indonesia,1982,158000000,3400,387
Indonesia,1983,162000000,3560,394
Indonesia,1984,165000000,3570,399
Indonesia,1985,168000000,3710,431
Indonesia,1986,172000000,3820,437
Indonesia,1987,175000000,3960,440
Indonesia,1988,178000000,4240,457
Indonesia,1989,181000000,4530,544
Indonesia,1990,185000000,4760,561
Indonesia,1991,188000000,4990,575
Indonesia,1992,191000000,5220,621
Indonesia,1993,194000000,5530,612
Indonesia,1994,197000000,5890,664
Indonesia,1995,200000000,6260,678
Indonesia,1996,203000000,6460,691
Indonesia,1997,206000000,5530,666
Indonesia,1998,209000000,5500,688
Indonesia,1999,212000000,5690,736
Indonesia,2000,214000000,5820,743
Indonesia,2001,217000000,6000,760
Indonesia,2002,220000000,6200,752
Indonesia,2003,223000000,6420,791
Indonesia,2004,226000000,6700,794
Indonesia,2005,229000000,6970,802
Indonesia,2006,232000000,7320,788
Indonesia,2007,235000000,7660,793
Indonesia,2008,239000000,7910,846
Indonesia,2009,242000000,8290,877
Indonesia,2010,245000000,8680,834
India,1970,568000000,1430,267
India,1971,581000000,1380,267
India,1972,595000000,1400,269
India,1973,609000000,1370,273
India,1974,623000000,1440,276
India,1975,638000000,1420,280
India,1976,652000000,1480,282
India,1977,667000000,1510,279
India,1978,683000000,1390,286
India,1979,699000000,1440,286
India,1980,715000000,1480,294
India,1981,732000000,1480,298
India,1982,749000000,1550,301
India,1983,767000000,1560,306
India,1984,784000000,1570,315
India,1985,802000000,1590,319
India,1986,820000000,1610,324
India,1987,837000000,1720,334
India,1988,855000000,1770,343
India,1989,873000000,1810,350
India,1990,891000000,1790,357
India,1991,909000000,1850,363
India,1992,927000000,1900,365
India,1993,946000000,1990,371
India,1994,964000000,2100,385
India,1995,982000000,2220,389
India,1996,#VALUE!,2260,397
India,1997,#VALUE!,2360,399
India,1998,#VALUE!,2520,415
India,1999,#VALUE!,2570,417
India,2000,#VALUE!,2650,416
India,2001,#VALUE!,2710,421
India,2002,#VALUE!,2870,424
India,2003,#VALUE!,3050,440
India,2004,#VALUE!,3240,450
India,2005,#VALUE!,3450,466
India,2006,#VALUE!,3660,485
India,2007,#VALUE!,3710,502
India,2008,#VALUE!,3950,545
India,2009,#VALUE!,4230,562
India,2010,#VALUE!,4390,578
Ireland,1970,2940000,12600,2250
Ireland,1971,2990000,13300,2190
Ireland,1972,3030000,13800,2240
Ireland,1973,3090000,14200,2270
Ireland,1974,3140000,14900,2080
Ireland,1975,3190000,15000,2110
Ireland,1976,3240000,16100,2200
Ireland,1977,3290000,17100,2180
Ireland,1978,3340000,17500,2530
Ireland,1979,3380000,18000,2410
Ireland,1980,3420000,18400,2390
Ireland,1981,3450000,18800,2360
Ireland,1982,3480000,18700,2340
Ireland,1983,3500000,19500,2350
Ireland,1984,3510000,20200,2440
Ireland,1985,3520000,20200,2500
Ireland,1986,3520000,21300,2610
Ireland,1987,3510000,22600,2590
Ireland,1988,3510000,24200,2660
Ireland,1989,3510000,26400,2820
Ireland,1990,3520000,26800,2830
Ireland,1991,3530000,27500,2780
Ireland,1992,3550000,28100,2810
Ireland,1993,3570000,29600,2940
Ireland,1994,3590000,32300,2950
Ireland,1995,3620000,34400,3120
Ireland,1996,3650000,37800,3260
Ireland,1997,3690000,40700,3420
Ireland,1998,3730000,44400,3540
Ireland,1999,3780000,48000,3630
Ireland,2000,3840000,49700,3710
Ireland,2001,3910000,51800,3660
Ireland,2002,3980000,52500,3520
Ireland,2003,4060000,55000,3560
Ireland,2004,4140000,56900,3500
Ireland,2005,4230000,58200,3420
Ireland,2006,4320000,59500,3420
Ireland,2007,4420000,55700,3290
Ireland,2008,4490000,52300,3150
Ireland,2009,4550000,53000,3150
Ireland,2010,4590000,52900,2870
Iran,1970,29300000,9430,567
Iran,1971,30100000,10800,541
Iran,1972,30900000,11500,668
Iran,1973,31800000,12300,772
Iran,1974,32700000,12600,814
Iran,1975,33700000,14500,898
Iran,1976,34800000,14000,975
Iran,1977,36000000,12100,914
Iran,1978,37200000,10700,1000
Iran,1979,38700000,8930,985
Iran,1980,40200000,8370,1070
Iran,1981,41900000,9380,1200
Iran,1982,43600000,10300,981
Iran,1983,45500000,10200,1100
Iran,1984,47300000,10100,1140
Iran,1985,49300000,8900,1100
Iran,1986,51200000,8570,1080
Iran,1987,53100000,7940,1060
Iran,1988,54800000,8090,1210
Iran,1989,56400000,8650,1230
Iran,1990,57700000,9500,1330
Iran,1991,58800000,9590,1380
Iran,1992,59700000,9530,1460
Iran,1993,60600000,9250,1600
Iran,1994,61400000,9330,1650
Iran,1995,62300000,9680,1570
Iran,1996,63100000,9600,1730
Iran,1997,64000000,9680,1740
Iran,1998,64800000,9640,1950
Iran,1999,65600000,10100,1870
Iran,2000,66400000,10000,2010
Iran,2001,67300000,10600,2050
Iran,2002,68100000,11400,2090
Iran,2003,69000000,11800,2260
Iran,2004,69800000,12000,2480
Iran,2005,70600000,12500,2560
Iran,2006,71300000,13300,2680
Iran,2007,72100000,13200,2840
Iran,2008,72900000,13200,2800
Iran,2009,73800000,13800,2770
Iran,2010,74600000,14000,2790
Iraq,1970,10300000,6540,392
Iraq,1971,10600000,6090,404
Iraq,1972,11000000,6880,425
Iraq,1973,11300000,7010,447
Iraq,1974,11700000,7910,521
Iraq,1975,12100000,9210,625
Iraq,1976,12500000,9150,625
Iraq,1977,12900000,10400,691
Iraq,1978,13300000,12400,799
Iraq,1979,13700000,11700,712
Iraq,1980,14000000,9240,685
Iraq,1981,14400000,8860,691
Iraq,1982,14800000,7830,811
Iraq,1983,15200000,7580,836
Iraq,1984,15600000,7210,946
Iraq,1985,15900000,6890,1000
Iraq,1986,16300000,6960,972
Iraq,1987,16600000,5330,1150
Iraq,1988,17000000,4710,1240
Iraq,1989,17400000,4510,1150
Iraq,1990,17900000,1750,892
Iraq,1991,18400000,2350,1290
Iraq,1992,19000000,2450,1630
Iraq,1993,19500000,2430,1790
Iraq,1994,20100000,2300,1670
Iraq,1995,20800000,2690,1620
Iraq,1996,21400000,2690,1870
Iraq,1997,22100000,3210,1290
Iraq,1998,22800000,3630,967
Iraq,1999,23500000,4200,1100
Iraq,2000,24200000,4770,1200
Iraq,2001,24900000,5330,1110
Iraq,2002,25600000,4350,989
Iraq,2003,26300000,6970,992
Iraq,2004,26900000,7410,982
Iraq,2005,27400000,8170,909
Iraq,2006,27900000,8320,909
Iraq,2007,28400000,8630,968
Iraq,2008,29000000,8740,1140
Iraq,2009,29700000,9060,1260
Iraq,2010,30700000,9440,1340
Iceland,1970,207000,19300,4380
Iceland,1971,210000,20200,4400
Iceland,1972,213000,21300,5270
Iceland,1973,216000,22300,5130
Iceland,1974,218000,22100,5070
Iceland,1975,220000,23300,5090
Iceland,1976,222000,25200,5600
Iceland,1977,224000,26500,5710
Iceland,1978,226000,27500,6520
Iceland,1979,228000,28800,6560
Iceland,1980,231000,29800,7180
Iceland,1981,233000,30000,7080
Iceland,1982,236000,29000,7250
Iceland,1983,239000,29900,7530
Iceland,1984,242000,30700,7330
Iceland,1985,244000,32500,7610
Iceland,1986,247000,35000,7860
Iceland,1987,250000,34300,7880
Iceland,1988,252000,34000,7980
Iceland,1989,255000,34200,8910
Iceland,1990,258000,33700,8050
Iceland,1991,260000,32200,7760
Iceland,1992,263000,32300,8250
Iceland,1993,265000,33100,8290
Iceland,1994,268000,33000,8260
Iceland,1995,270000,34300,8850
Iceland,1996,273000,36000,8580
Iceland,1997,275000,38100,9040
Iceland,1998,278000,39200,10000
Iceland,1999,280000,40600,11100
Iceland,2000,283000,41600,10600
Iceland,2001,285000,41500,10800
Iceland,2002,288000,42200,10700
Iceland,2003,291000,45100,10500
Iceland,2004,295000,47200,10500
Iceland,2005,300000,48600,12700
Iceland,2006,305000,51800,14700
Iceland,2007,311000,51900,16400
Iceland,2008,316000,48200,16900
Iceland,2009,320000,46600,17000
Iceland,2010,323000,47300,18200
Israel,1970,2900000,15900,1870
Israel,1971,3000000,17300,1760
Israel,1972,3100000,17600,2370
Israel,1973,3200000,18300,1730
Israel,1974,3300000,18500,2030
Israel,1975,3390000,18300,1830
Israel,1976,3470000,17900,1790
Israel,1977,3550000,18400,1850
Israel,1978,3630000,19100,2010
Israel,1979,3700000,19900,2020
Israel,1980,3770000,20600,1840
Israel,1981,3840000,20700,1960
Israel,1982,3900000,21000,1790
Israel,1983,3970000,20800,1830
Israel,1984,4040000,21100,1790
Israel,1985,4100000,21800,2100
Israel,1986,4170000,22900,2280
Israel,1987,4240000,23000,2450
Israel,1988,4330000,22800,2490
Israel,1989,4450000,23600,2460
Israel,1990,4590000,24000,2320
Israel,1991,4750000,24900,2580
Israel,1992,4930000,25300,2630
Israel,1993,5110000,26500,2740
Israel,1994,5270000,28500,2800
Israel,1995,5420000,29200,2800
Israel,1996,5570000,29600,2880
Israel,1997,5700000,30100,2890
Israel,1998,5820000,30200,2740
Israel,1999,5950000,31600,2900
Israel,2000,6060000,30900,2970
Israel,2001,6170000,30300,2860
Israel,2002,6280000,30000,2950
Israel,2003,6400000,30700,2820
Israel,2004,6530000,31400,2660
Israel,2005,6680000,32600,2880
Israel,2006,6850000,33800,2900
Israel,2007,7020000,34200,3130
Israel,2008,7190000,33700,2870
Israel,2009,7350000,35000,3040
Israel,2010,7490000,36000,2980
Italy,1970,53900000,19500,1950
Italy,1971,54300000,20100,2050
Italy,1972,54600000,21400,2180
Italy,1973,55000000,22400,2210
Italy,1974,55300000,21900,2110
Italy,1975,55500000,23400,2260
Italy,1976,55800000,24100,2200
Italy,1977,56000000,25100,2250
Italy,1978,56200000,26700,2340
Italy,1979,56300000,27800,2320
Italy,1980,56500000,28000,2270
Italy,1981,56600000,28300,2210
Italy,1982,56800000,28800,2200
Italy,1983,56900000,29700,2250
Italy,1984,56900000,30700,2280
Italy,1985,57000000,31800,2310
Italy,1986,57000000,33000,2410
Italy,1987,57000000,34500,2460
Italy,1988,57000000,35700,2570
Italy,1989,57000000,36700,2580
Italy,1990,57100000,37200,2650
Italy,1991,57100000,37500,2630
Italy,1992,57200000,37200,2610
Italy,1993,57200000,38000,2580
Italy,1994,57200000,39100,2800
Italy,1995,57100000,39600,2800
Italy,1996,56900000,40300,2830
Italy,1997,56700000,41000,2910
Italy,1998,56700000,41600,2960
Italy,1999,56700000,43200,3010
Italy,2000,56900000,44000,3020
Italy,2001,57200000,44100,3040
Italy,2002,57600000,43900,3170
Italy,2003,57900000,44300,3170
Italy,2004,58300000,44400,3210
Italy,2005,58500000,45100,3180
Italy,2006,58700000,45500,3150
Italy,2007,58900000,44800,3090
Italy,2008,59100000,42200,2870
Italy,2009,59300000,42800,2930
Italy,2010,59600000,43000,2830
Jamaica,1970,1900000,7580,1060
Jamaica,1971,1940000,7750,1330
Jamaica,1972,1970000,8350,1480
Jamaica,1973,2000000,7960,1370
Jamaica,1974,2030000,7890,1320
Jamaica,1975,2060000,7360,1180
Jamaica,1976,2080000,7180,1140
Jamaica,1977,2110000,7210,1170
Jamaica,1978,2130000,7040,1200
Jamaica,1979,2160000,6630,1050
Jamaica,1980,2200000,6760,1060
Jamaica,1981,2230000,6780,1020
Jamaica,1982,2270000,6960,881
Jamaica,1983,2310000,6930,870
Jamaica,1984,2340000,6630,738
Jamaica,1985,2360000,6780,743
Jamaica,1986,2380000,7340,757
Jamaica,1987,2390000,7590,768
Jamaica,1988,2400000,8130,957
Jamaica,1989,2420000,8590,1150
Jamaica,1990,2440000,8940,1150
Jamaica,1991,2460000,9030,1200
Jamaica,1992,2480000,9790,1190
Jamaica,1993,2510000,9830,1200
Jamaica,1994,2530000,9960,1260
Jamaica,1995,2560000,9850,1320
Jamaica,1996,2580000,9640,1310
Jamaica,1997,2610000,9330,1340
Jamaica,1998,2630000,9340,1370
Jamaica,1999,2650000,9340,1440
Jamaica,2000,2670000,9400,1430
Jamaica,2001,2690000,9520,1320
Jamaica,2002,2710000,9810,1370
Jamaica,2003,2730000,9880,1380
Jamaica,2004,2740000,9920,1360
Jamaica,2005,2750000,10200,1510
Jamaica,2006,2770000,10200,1510
Jamaica,2007,2780000,10100,1270
Jamaica,2008,2800000,9630,1080
Jamaica,2009,2810000,9440,951
Jamaica,2010,2830000,9550,1010
Jordan,1970,1810000,4560,272
Jordan,1971,1880000,4560,286
Jordan,1972,1950000,4640,315
Jordan,1973,2010000,4900,323
Jordan,1974,2070000,5070,365
Jordan,1975,2120000,6100,456
Jordan,1976,2180000,6300,454
Jordan,1977,2240000,7390,543
Jordan,1978,2300000,7820,542
Jordan,1979,2380000,8980,640
Jordan,1980,2460000,9060,769
Jordan,1981,2560000,9390,841
Jordan,1982,2670000,9250,876
Jordan,1983,2780000,9720,925
Jordan,1984,2900000,9730,903
Jordan,1985,3020000,10300,931
Jordan,1986,3130000,10200,951
Jordan,1987,3260000,9850,906
Jordan,1988,3400000,8540,874
Jordan,1989,3570000,7920,918
Jordan,1990,3760000,7640,900
Jordan,1991,3980000,8250,956
Jordan,1992,4200000,8170,896
Jordan,1993,4410000,8170,915
Jordan,1994,4590000,8330,937
Jordan,1995,4730000,8250,933
Jordan,1996,4850000,8320,930
Jordan,1997,4940000,8400,943
Jordan,1998,5030000,8540,924
Jordan,1999,5120000,8740,950
Jordan,2000,5220000,9040,923
Jordan,2001,5320000,9380,952
Jordan,2002,5430000,9560,952
Jordan,2003,5580000,10100,1110
Jordan,2004,5770000,10600,1160
Jordan,2005,5990000,11000,1140
Jordan,2006,6260000,11400,1150
Jordan,2007,6560000,11700,1080
Jordan,2008,6890000,11700,1080
Jordan,2009,7260000,11300,978
Jordan,2010,7660000,11000,922
Japan,1970,106000000,18000,2530
Japan,1971,108000000,19200,2670
Japan,1972,110000000,20400,2950
Japan,1973,111000000,19800,2920
Japan,1974,112000000,20100,2730
Japan,1975,114000000,20700,2880
Japan,1976,115000000,21300,2900
Japan,1977,116000000,22200,2900
Japan,1978,117000000,23200,3040
Japan,1979,118000000,23600,2950
Japan,1980,119000000,24100,2860
Japan,1981,120000000,24600,2840
Japan,1982,120000000,24900,2820
Japan,1983,121000000,25700,3020
Japan,1984,122000000,26600,3000
Japan,1985,123000000,27200,3020
Japan,1986,123000000,28100,3040
Japan,1987,124000000,29600,3240
Japan,1988,124000000,30900,3350
Japan,1989,125000000,32300,3550
Japan,1990,125000000,33300,3570
Japan,1991,125000000,33500,3640
Japan,1992,126000000,33200,3660
Japan,1993,126000000,33400,3840
Japan,1994,126000000,34200,3930
Japan,1995,127000000,35200,4010
