Country,Year,Population,,Population,,Population,Income,Energy
Libya,2000,5.44,5440000,5.44M,#VALUE!,5440000,16.2k,3000
Libya,2001,5.53,5530000,5.53M,#VALUE!,5530000,15.8k,3070
Libya,2002,5.62,5620000,5.62M,#VALUE!,5620000,17.6k,3100
Libya,2003,5.71,5710000,5.71M,#VALUE!,5710000,18k,3140
Libya,2004,5.8,5800000,5.8M,#VALUE!,5800000,19.9k,3070
Libya,2005,5.89,5890000,5.89M,#VALUE!,5890000,20.9k,3050
Libya,2006,5.97,5970000,5.97M,#VALUE!,5970000,21.9k,2800
Libya,2007,6.06,6060000,6.06M,#VALUE!,6060000,22.1k,2940
Libya,2008,6.13,6130000,6.13M,#VALUE!,6130000,21.7k,3150
Libya,2009,6.2,6200000,6.2M,#VALUE!,6200000,22.5k,3350
Libya,2010,6.25,6250000,6.25M,#VALUE!,6250000,8480,2190
Sri Lanka,1970,12.7,12700000,12.7M,#VALUE!,12700000,2550,298
Sri Lanka,1971,13,13000000,13M,#VALUE!,13000000,2540,311
Sri Lanka,1972,13.3,13300000,13.3M,#VALUE!,13300000,2580,312
Sri Lanka,1973,13.5,13500000,13.5M,#VALUE!,13500000,2620,291
Sri Lanka,1974,13.8,13800000,13.8M,#VALUE!,13800000,2620,299
Sri Lanka,1975,14,14000000,14M,#VALUE!,14000000,2640,295
Sri Lanka,1976,14.3,14300000,14.3M,#VALUE!,14300000,2760,287
Sri Lanka,1977,14.5,14500000,14.5M,#VALUE!,14500000,2860,297
Sri Lanka,1978,14.8,14800000,14.8M,#VALUE!,14800000,2980,303
Sri Lanka,1979,15,15000000,15M,#VALUE!,15000000,3070,302
Sri Lanka,1980,15.3,15300000,15.3M,#VALUE!,15300000,3190,303
Sri Lanka,1981,15.5,15500000,15.5M,#VALUE!,15500000,3290,316
Sri Lanka,1982,15.7,15700000,15.7M,#VALUE!,15700000,3390,313
Sri Lanka,1983,15.9,15900000,15.9M,#VALUE!,15900000,3500,318
Sri Lanka,1984,16.2,16200000,16.2M,#VALUE!,16200000,3580,309
Sri Lanka,1985,16.4,16400000,16.4M,#VALUE!,16400000,3690,315
Sri Lanka,1986,16.6,16600000,16.6M,#VALUE!,16600000,3660,322
Sri Lanka,1987,16.9,16900000,16.9M,#VALUE!,16900000,3680,322
Sri Lanka,1988,17.1,17100000,17.1M,#VALUE!,17100000,3710,319
Sri Lanka,1989,17.3,17300000,17.3M,#VALUE!,17300000,3880,318
Sri Lanka,1990,17.5,17500000,17.5M,#VALUE!,17500000,4010,319
Sri Lanka,1991,17.7,17700000,17.7M,#VALUE!,17700000,4140,324
Sri Lanka,1992,17.9,17900000,17.9M,#VALUE!,17900000,4380,338
Sri Lanka,1993,18.1,18100000,18.1M,#VALUE!,18100000,4580,321
Sri Lanka,1994,18.2,18200000,18.2M,#VALUE!,18200000,4790,329
Sri Lanka,1995,18.4,18400000,18.4M,#VALUE!,18400000,4940,366
Sri Lanka,1996,18.5,18500000,18.5M,#VALUE!,18500000,5230,377
Sri Lanka,1997,18.6,18600000,18.6M,#VALUE!,18600000,5440,381
Sri Lanka,1998,18.7,18700000,18.7M,#VALUE!,18700000,5650,405
Sri Lanka,1999,18.8,18800000,18.8M,#VALUE!,18800000,5950,443
Sri Lanka,2000,18.9,18900000,18.9M,#VALUE!,18900000,5820,426
Sri Lanka,2001,19.1,19100000,19.1M,#VALUE!,19100000,6000,430
Sri Lanka,2002,19.2,19200000,19.2M,#VALUE!,19200000,6300,452
Sri Lanka,2003,19.4,19400000,19.4M,#VALUE!,19400000,6590,454
Sri Lanka,2004,19.5,19500000,19.5M,#VALUE!,19500000,6940,461
Sri Lanka,2005,19.7,19700000,19.7M,#VALUE!,19700000,7420,461
Sri Lanka,2006,19.8,19800000,19.8M,#VALUE!,19800000,7870,467
Sri Lanka,2007,20,20000000,20M,#VALUE!,20000000,8270,456
Sri Lanka,2008,20.1,20100000,20.1M,#VALUE!,20100000,8510,450
Sri Lanka,2009,20.3,20300000,20.3M,#VALUE!,20300000,9130,481
Sri Lanka,2010,20.4,20400000,20.4M,#VALUE!,20400000,9830,513
Luxembourg,1970,342k,#VALUE!,342,342000,342000,29.7k,11.9k
Luxembourg,1971,345k,#VALUE!,345,345000,345000,31.8k,12k
Luxembourg,1972,348k,#VALUE!,348,348000,348000,34.6k,12.6k
Luxembourg,1973,351k,#VALUE!,351,351000,351000,36.2k,13k
Luxembourg,1974,354k,#VALUE!,354,354000,354000,34k,10.5k
Luxembourg,1975,357k,#VALUE!,357,357000,357000,35.2k,10.7k
Luxembourg,1976,359k,#VALUE!,359,359000,359000,36.2k,10.3k
Luxembourg,1977,361k,#VALUE!,361,361000,361000,38.2k,11.1k
Luxembourg,1978,363k,#VALUE!,363,363000,363000,39.6k,10.5k
Luxembourg,1979,364k,#VALUE!,364,364000,364000,40.3k,9770
Luxembourg,1980,365k,#VALUE!,365,365000,365000,41.2k,8530
Luxembourg,1981,365k,#VALUE!,365,365000,365000,41.6k,8060
Luxembourg,1982,365k,#VALUE!,365,365000,365000,43.4k,7580
Luxembourg,1983,366k,#VALUE!,366,366000,366000,46.7k,8110
Luxembourg,1984,367k,#VALUE!,367,367000,367000,48.6k,8350
Luxembourg,1985,369k,#VALUE!,369,369000,369000,52.8k,8160
Luxembourg,1986,371k,#VALUE!,371,371000,371000,54.3k,7940
Luxembourg,1987,374k,#VALUE!,374,374000,374000,60.1k,8160
Luxembourg,1988,378k,#VALUE!,378,378000,378000,66.5k,8700
Luxembourg,1989,382k,#VALUE!,382,382000,382000,67.9k,8870
Luxembourg,1990,386k,#VALUE!,386,386000,386000,72.7k,9350
Luxembourg,1991,391k,#VALUE!,391,391000,391000,73.1k,9260
Luxembourg,1992,397k,#VALUE!,397,397000,397000,75.1k,9270
Luxembourg,1993,402k,#VALUE!,402,402000,402000,77k,8820
Luxembourg,1994,408k,#VALUE!,408,408000,408000,77k,7710
Luxembourg,1995,414k,#VALUE!,414,414000,414000,77k,7710
Luxembourg,1996,420k,#VALUE!,420,420000,420000,80.4k,7410
Luxembourg,1997,426k,#VALUE!,426,426000,426000,84.2k,7070
Luxembourg,1998,431k,#VALUE!,431,431000,431000,90.1k,7270
Luxembourg,1999,436k,#VALUE!,436,436000,436000,96.2k,7680
Luxembourg,2000,440k,#VALUE!,440,440000,440000,97.5k,7980
Luxembourg,2001,444k,#VALUE!,444,444000,444000,100k,8200
Luxembourg,2002,447k,#VALUE!,447,447000,447000,101k,8550
Luxembourg,2003,452k,#VALUE!,452,452000,452000,103k,9390
Luxembourg,2004,458k,#VALUE!,458,458000,458000,104k,9430
Luxembourg,2005,466k,#VALUE!,466,466000,466000,108k,9170
Luxembourg,2006,475k,#VALUE!,475,475000,475000,115k,8770
Luxembourg,2007,485k,#VALUE!,485,485000,485000,112k,8610
Luxembourg,2008,497k,#VALUE!,497,497000,497000,105k,7950
Luxembourg,2009,508k,#VALUE!,508,508000,508000,108k,8330
Luxembourg,2010,519k,#VALUE!,519,519000,519000,108k,8060
Morocco,1970,16.4,16400000,16.4M,#VALUE!,16400000,2830,181
Morocco,1971,16.7,16700000,16.7M,#VALUE!,16700000,2820,191
Morocco,1972,17,17000000,17M,#VALUE!,17000000,2840,207
Morocco,1973,17.4,17400000,17.4M,#VALUE!,17400000,2920,219
Morocco,1974,17.8,17800000,17.8M,#VALUE!,17800000,3030,223
Morocco,1975,18.2,18200000,18.2M,#VALUE!,18200000,3270,235
Morocco,1976,18.6,18600000,18.6M,#VALUE!,18600000,3340,253
Morocco,1977,19.1,19100000,19.1M,#VALUE!,19100000,3350,262
Morocco,1978,19.5,19500000,19.5M,#VALUE!,19500000,3410,273
Morocco,1979,20,20000000,20M,#VALUE!,20000000,3620,270
Morocco,1980,20.5,20500000,20.5M,#VALUE!,20500000,3430,265
Morocco,1981,21,21000000,21M,#VALUE!,21000000,3670,269
Morocco,1982,21.5,21500000,21.5M,#VALUE!,21500000,3520,274
Morocco,1983,22,22000000,22M,#VALUE!,22000000,3550,276
Morocco,1984,22.5,22500000,22.5M,#VALUE!,22500000,3640,275
Morocco,1985,23,23000000,23M,#VALUE!,23000000,3800,277
Morocco,1986,23.4,23400000,23.4M,#VALUE!,23400000,3590,279
Morocco,1987,23.9,23900000,23.9M,#VALUE!,23900000,3830,287
Morocco,1988,24.4,24400000,24.4M,#VALUE!,24400000,3800,306
Morocco,1989,24.8,24800000,24.8M,#VALUE!,24800000,3820,307
Morocco,1990,25.3,25300000,25.3M,#VALUE!,25300000,4020,317
Morocco,1991,25.7,25700000,25.7M,#VALUE!,25700000,3870,330
Morocco,1992,26.2,26200000,26.2M,#VALUE!,26200000,3770,336
Morocco,1993,26.6,26600000,26.6M,#VALUE!,26600000,4100,355
Morocco,1994,27,27000000,27M,#VALUE!,27000000,3820,346
Morocco,1995,27.4,27400000,27.4M,#VALUE!,27400000,4230,358
Morocco,1996,27.8,27800000,27.8M,#VALUE!,27800000,4110,364
Morocco,1997,28.1,28100000,28.1M,#VALUE!,28100000,4350,367
Morocco,1998,28.5,28500000,28.5M,#VALUE!,28500000,4340,385
Morocco,1999,28.8,28800000,28.8M,#VALUE!,28800000,4370,383
Morocco,2000,29.1,29100000,29.1M,#VALUE!,29100000,4640,401
Morocco,2001,29.5,29500000,29.5M,#VALUE!,29500000,4720,403
Morocco,2002,29.8,29800000,29.8M,#VALUE!,29800000,4950,397
Morocco,2003,30.1,30100000,30.1M,#VALUE!,30100000,5120,466
Morocco,2004,30.5,30500000,30.5M,#VALUE!,30500000,5230,487
Morocco,2005,30.8,30800000,30.8M,#VALUE!,30800000,5560,490
Morocco,2006,31.2,31200000,31.2M,#VALUE!,31200000,5690,500
Morocco,2007,31.5,31500000,31.5M,#VALUE!,31500000,5960,513
Morocco,2008,31.9,31900000,31.9M,#VALUE!,31900000,6130,510
Morocco,2009,32.3,32300000,32.3M,#VALUE!,32300000,6280,528
Morocco,2010,32.8,32800000,32.8M,#VALUE!,32800000,6530,561
Mexico,1970,53.1,53100000,53.1M,#VALUE!,53100000,8950,810
Mexico,1971,54.7,54700000,54.7M,#VALUE!,54700000,9500,869
Mexico,1972,56.3,56300000,56.3M,#VALUE!,56300000,10k,933
Mexico,1973,58,58000000,58M,#VALUE!,58000000,10.4k,965
Mexico,1974,59.6,59600000,59.6M,#VALUE!,59600000,10.8k,992
Mexico,1975,61.2,61200000,61.2M,#VALUE!,61200000,11.1k,1030
Mexico,1976,62.9,62900000,62.9M,#VALUE!,62900000,11.2k,1090
Mexico,1977,64.5,64500000,64.5M,#VALUE!,64500000,12.1k,1190
Mexico,1978,66.1,66100000,66.1M,#VALUE!,66100000,13k,1270
Mexico,1979,67.8,67800000,67.8M,#VALUE!,67800000,14k,1400
Mexico,1980,69.4,69400000,69.4M,#VALUE!,69400000,15k,1460
Mexico,1981,71.1,71100000,71.1M,#VALUE!,71100000,14.8k,1500
Mexico,1982,72.7,72700000,72.7M,#VALUE!,72700000,14k,1380
Mexico,1983,74.4,74400000,74.4M,#VALUE!,74400000,14.3k,1410
Mexico,1984,76,76000000,76M,#VALUE!,76000000,14.5k,1430
Mexico,1985,77.6,77600000,77.6M,#VALUE!,77600000,13.9k,1360
Mexico,1986,79.2,79200000,79.2M,#VALUE!,79200000,13.9k,1400
Mexico,1987,80.8,80800000,80.8M,#VALUE!,80800000,14k,1390
Mexico,1988,82.4,82400000,82.4M,#VALUE!,82400000,14.4k,1430
Mexico,1989,83.9,83900000,83.9M,#VALUE!,83900000,15k,1470
Mexico,1990,85.5,85500000,85.5M,#VALUE!,85500000,15.3k,1520
Mexico,1991,87.1,87100000,87.1M,#VALUE!,87100000,15.6k,1500
Mexico,1992,88.6,88600000,88.6M,#VALUE!,88600000,15.6k,1500
Mexico,1993,90.2,90200000,90.2M,#VALUE!,90200000,16.1k,1510
Mexico,1994,91.7,91700000,91.7M,#VALUE!,91700000,14.9k,1440
Mexico,1995,93.1,93100000,93.1M,#VALUE!,93100000,15.6k,1450
Mexico,1996,94.6,94600000,94.6M,#VALUE!,94600000,16.4k,1500
Mexico,1997,96.1,96100000,96.1M,#VALUE!,96100000,17k,1520
Mexico,1998,97.5,97500000,97.5M,#VALUE!,97500000,17.2k,1540
Mexico,1999,98.9,98900000,98.9M,#VALUE!,98900000,17.8k,1520
Mexico,2000,100,100000000,100M,#VALUE!,100000000,17.5k,1550
Mexico,2001,102,102000000,102M,#VALUE!,102000000,17.3k,1530
Mexico,2002,103,103000000,103M,#VALUE!,103000000,17.3k,1600
Mexico,2003,105,105000000,105M,#VALUE!,105000000,17.7k,1600
Mexico,2004,106,106000000,106M,#VALUE!,106000000,17.8k,1690
Mexico,2005,108,108000000,108M,#VALUE!,108000000,18.4k,1700
Mexico,2006,109,109000000,109M,#VALUE!,109000000,18.5k,1660
Mexico,2007,111,111000000,111M,#VALUE!,111000000,18.5k,1620
Mexico,2008,112,112000000,112M,#VALUE!,112000000,17.2k,1600
Mexico,2009,114,114000000,114M,#VALUE!,114000000,17.8k,1530
Mexico,2010,116,116000000,116M,#VALUE!,116000000,18.2k,1590
Malta,1970,320k,#VALUE!,320,320000,320000,4900,696
Malta,1971,320k,#VALUE!,320,320000,320000,5310,873
Malta,1972,321k,#VALUE!,321,321000,321000,5520,844
Malta,1973,321k,#VALUE!,321,321000,321000,6080,775
Malta,1974,322k,#VALUE!,322,322000,322000,7210,688
Malta,1975,324k,#VALUE!,324,324000,324000,8440,778
Malta,1976,325k,#VALUE!,325,325000,325000,9450,823
Malta,1977,327k,#VALUE!,327,327000,327000,10.3k,950
Malta,1978,329k,#VALUE!,329,329000,329000,11.2k,908
Malta,1979,331k,#VALUE!,331,331000,331000,11.5k,1010
Malta,1980,334k,#VALUE!,334,334000,334000,12k,1130
Malta,1981,337k,#VALUE!,337,337000,337000,12.4k,1260
Malta,1982,340k,#VALUE!,340,340000,340000,12.6k,945
Malta,1983,343k,#VALUE!,343,343000,343000,12.9k,1250
Malta,1984,346k,#VALUE!,346,346000,346000,13.5k,1020
Malta,1985,349k,#VALUE!,349,349000,349000,14.1k,1680
Malta,1986,353k,#VALUE!,353,353000,353000,14.7k,1750
Malta,1987,356k,#VALUE!,356,356000,356000,15.9k,1870
Malta,1988,359k,#VALUE!,359,359000,359000,17.1k,1980
Malta,1989,362k,#VALUE!,362,362000,362000,18.1k,1960
Malta,1990,365k,#VALUE!,365,365000,365000,18.7k,1850
Malta,1991,368k,#VALUE!,368,368000,368000,19.4k,1810
Malta,1992,371k,#VALUE!,371,371000,371000,20k,2290
Malta,1993,374k,#VALUE!,374,374000,374000,21k,2060
Malta,1994,377k,#VALUE!,377,377000,377000,22.1k,1880
Malta,1995,380k,#VALUE!,380,380000,380000,22.8k,1840
Malta,1996,384k,#VALUE!,384,384000,384000,23.8k,2050
Malta,1997,387k,#VALUE!,387,387000,387000,24.9k,1790
Malta,1998,391k,#VALUE!,391,391000,391000,25.9k,1940
Malta,1999,394k,#VALUE!,394,394000,394000,27.5k,1730
Malta,2000,396k,#VALUE!,396,396000,396000,27k,2000
Malta,2001,399k,#VALUE!,399,399000,399000,27.5k,1850
Malta,2002,401k,#VALUE!,401,401000,401000,28.4k,2070
Malta,2003,403k,#VALUE!,403,403000,403000,28.2k,2070
Malta,2004,405k,#VALUE!,405,405000,405000,29k,2180
Malta,2005,406k,#VALUE!,406,406000,406000,29.6k,2060
Malta,2006,408k,#VALUE!,408,408000,408000,30.9k,2160
Malta,2007,409k,#VALUE!,409,409000,409000,31.9k,2040
Malta,2008,412k,#VALUE!,412,412000,412000,31.3k,1890
Malta,2009,414k,#VALUE!,414,414000,414000,32.9k,2010
Malta,2010,418k,#VALUE!,418,418000,418000,32.9k,1990
Myanmar,1970,27.9,27900000,27.9M,#VALUE!,27900000,943,283
Myanmar,1971,28.6,28600000,28.6M,#VALUE!,28600000,908,281
Myanmar,1972,29.2,29200000,29.2M,#VALUE!,29200000,867,271
Myanmar,1973,29.9,29900000,29.9M,#VALUE!,29900000,872,275
Myanmar,1974,30.6,30600000,30.6M,#VALUE!,30600000,869,274
Myanmar,1975,31.3,31300000,31.3M,#VALUE!,31300000,883,278
Myanmar,1976,32,32000000,32M,#VALUE!,32000000,894,277
Myanmar,1977,32.7,32700000,32.7M,#VALUE!,32700000,912,275
Myanmar,1978,33.5,33500000,33.5M,#VALUE!,33500000,911,274
Myanmar,1979,34.2,34200000,34.2M,#VALUE!,34200000,941,275
Myanmar,1980,35,35000000,35M,#VALUE!,35000000,946,273
Myanmar,1981,35.7,35700000,35.7M,#VALUE!,35700000,948,273
Myanmar,1982,36.5,36500000,36.5M,#VALUE!,36500000,940,271
Myanmar,1983,37.2,37200000,37.2M,#VALUE!,37200000,933,275
Myanmar,1984,38,38000000,38M,#VALUE!,38000000,909,289
Myanmar,1985,38.7,38700000,38.7M,#VALUE!,38700000,853,290
Myanmar,1986,39.4,39400000,39.4M,#VALUE!,39400000,774,273
Myanmar,1987,40.1,40100000,40.1M,#VALUE!,40100000,650,266
Myanmar,1988,40.7,40700000,40.7M,#VALUE!,40700000,637,269
Myanmar,1989,41.3,41300000,41.3M,#VALUE!,41300000,620,258
Myanmar,1990,41.9,41900000,41.9M,#VALUE!,41900000,607,251
Myanmar,1991,42.4,42400000,42.4M,#VALUE!,42400000,658,255
Myanmar,1992,42.9,42900000,42.9M,#VALUE!,42900000,690,250
Myanmar,1993,43.4,43400000,43.4M,#VALUE!,43400000,733,263
Myanmar,1994,43.9,43900000,43.9M,#VALUE!,43900000,775,269
Myanmar,1995,44.5,44500000,44.5M,#VALUE!,44500000,814,266
Myanmar,1996,45,45000000,45M,#VALUE!,45000000,849,268
Myanmar,1997,45.6,45600000,45.6M,#VALUE!,45600000,888,272
Myanmar,1998,46.2,46200000,46.2M,#VALUE!,46200000,973,270
Myanmar,1999,46.7,46700000,46.7M,#VALUE!,46700000,1090,275
Myanmar,2000,47.2,47200000,47.2M,#VALUE!,47200000,1210,266
Myanmar,2001,47.7,47700000,47.7M,#VALUE!,47700000,1340,272
Myanmar,2002,48.1,48100000,48.1M,#VALUE!,48100000,1510,292
Myanmar,2003,48.6,48600000,48.6M,#VALUE!,48600000,1700,306
Myanmar,2004,48.9,48900000,48.9M,#VALUE!,48900000,1910,304
Myanmar,2005,49.3,49300000,49.3M,#VALUE!,49300000,2150,306
Myanmar,2006,49.6,49600000,49.6M,#VALUE!,49600000,2390,316
Myanmar,2007,49.9,49900000,49.9M,#VALUE!,49900000,2620,303
Myanmar,2008,50.3,50300000,50.3M,#VALUE!,50300000,2880,285
Myanmar,2009,50.6,50600000,50.6M,#VALUE!,50600000,3130,277
Myanmar,2010,51,51000000,51M,#VALUE!,51000000,3280,281
Mozambique,1970,9.23,9230000,9.23M,#VALUE!,9230000,507,747
Mozambique,1971,9.45,9450000,9.45M,#VALUE!,9450000,520,716
Mozambique,1972,9.67,9670000,9.67M,#VALUE!,9670000,532,703
Mozambique,1973,9.91,9910000,9.91M,#VALUE!,9910000,552,681
Mozambique,1974,10.2,10200000,10.2M,#VALUE!,10200000,549,657
Mozambique,1975,10.4,10400000,10.4M,#VALUE!,10400000,565,631
Mozambique,1976,10.7,10700000,10.7M,#VALUE!,10700000,549,623
Mozambique,1977,11,11000000,11M,#VALUE!,11000000,539,590
Mozambique,1978,11.3,11300000,11.3M,#VALUE!,11300000,542,577
Mozambique,1979,11.6,11600000,11.6M,#VALUE!,11600000,551,578
Mozambique,1980,11.9,11900000,11.9M,#VALUE!,11900000,545,550
Mozambique,1981,12.2,12200000,12.2M,#VALUE!,12200000,512,538
Mozambique,1982,12.4,12400000,12.4M,#VALUE!,12400000,436,521
Mozambique,1983,12.6,12600000,12.6M,#VALUE!,12600000,443,506
Mozambique,1984,12.8,12800000,12.8M,#VALUE!,12800000,400,499
Mozambique,1985,12.8,12800000,12.8M,#VALUE!,12800000,405,492
Mozambique,1986,12.8,12800000,12.8M,#VALUE!,12800000,425,488
Mozambique,1987,12.8,12800000,12.8M,#VALUE!,12800000,446,483
Mozambique,1988,12.8,12800000,12.8M,#VALUE!,12800000,473,476
Mozambique,1989,13,13000000,13M,#VALUE!,13000000,471,456
Mozambique,1990,13.3,13300000,13.3M,#VALUE!,13300000,482,442
Mozambique,1991,13.8,13800000,13.8M,#VALUE!,13800000,437,432
Mozambique,1992,14.4,14400000,14.4M,#VALUE!,14400000,464,424
Mozambique,1993,14.9,14900000,14.9M,#VALUE!,14900000,475,411
Mozambique,1994,15.5,15500000,15.5M,#VALUE!,15500000,469,406
Mozambique,1995,16,16000000,16M,#VALUE!,16000000,506,401
Mozambique,1996,16.4,16400000,16.4M,#VALUE!,16400000,548,402
Mozambique,1997,16.8,16800000,16.8M,#VALUE!,16800000,588,396
Mozambique,1998,17.2,17200000,17.2M,#VALUE!,17200000,640,394
Mozambique,1999,17.7,17700000,17.7M,#VALUE!,17700000,631,405
Mozambique,2000,18.2,18200000,18.2M,#VALUE!,18200000,687,414
Mozambique,2001,18.8,18800000,18.8M,#VALUE!,18800000,729,407
Mozambique,2002,19.3,19300000,19.3M,#VALUE!,19300000,757,417
Mozambique,2003,19.9,19900000,19.9M,#VALUE!,19900000,793,421
Mozambique,2004,20.5,20500000,20.5M,#VALUE!,20500000,821,414
Mozambique,2005,21.1,21100000,21.1M,#VALUE!,21100000,876,415
Mozambique,2006,21.7,21700000,21.7M,#VALUE!,21700000,918,421
Mozambique,2007,22.3,22300000,22.3M,#VALUE!,22300000,958,417
Mozambique,2008,22.9,22900000,22.9M,#VALUE!,22900000,991,421
Mozambique,2009,23.5,23500000,23.5M,#VALUE!,23500000,1030,423
Mozambique,2010,24.2,24200000,24.2M,#VALUE!,24200000,1070,428
Mauritius,1970,840k,#VALUE!,840,840000,840000,4720,434
Mauritius,1971,852k,#VALUE!,852,852000,852000,4970,435
Mauritius,1972,865k,#VALUE!,865,865000,865000,5400,439
Mauritius,1973,878k,#VALUE!,878,878000,878000,5660,449
Mauritius,1974,892k,#VALUE!,892,892000,892000,5560,449
Mauritius,1975,907k,#VALUE!,907,907000,907000,6590,460
Mauritius,1976,922k,#VALUE!,922,922000,922000,6790,475
Mauritius,1977,938k,#VALUE!,938,938000,938000,6810,476
Mauritius,1978,953k,#VALUE!,953,953000,953000,6800,468
Mauritius,1979,966k,#VALUE!,966,966000,966000,5900,446
Mauritius,1980,978k,#VALUE!,978,978000,978000,6040,435
Mauritius,1981,989k,#VALUE!,989,989000,989000,6180,415
Mauritius,1982,999k,#VALUE!,999,999000,999000,6020,426
Mauritius,1983,1.01,1010000,1.01M,#VALUE!,1010000,6130,432
Mauritius,1984,1.02,1020000,1.02M,#VALUE!,1020000,6370,433
Mauritius,1985,1.02,1020000,1.02M,#VALUE!,1020000,6810,491
Mauritius,1986,1.03,1030000,1.03M,#VALUE!,1030000,7290,512
Mauritius,1987,1.04,1040000,1.04M,#VALUE!,1040000,7560,514
Mauritius,1988,1.05,1050000,1.05M,#VALUE!,1050000,7680,561
Mauritius,1989,1.06,1060000,1.06M,#VALUE!,1060000,7990,629
Mauritius,1990,1.07,1070000,1.07M,#VALUE!,1070000,8250,634
Mauritius,1991,1.08,1080000,1.08M,#VALUE!,1080000,8680,658
Mauritius,1992,1.1,1100000,1.1M,#VALUE!,1100000,9010,679
Mauritius,1993,1.11,1110000,1.11M,#VALUE!,1110000,9250,658
Mauritius,1994,1.13,1130000,1.13M,#VALUE!,1130000,9570,697
Mauritius,1995,1.14,1140000,1.14M,#VALUE!,1140000,10000,702
Mauritius,1996,1.15,1150000,1.15M,#VALUE!,1150000,10.4k,713
Mauritius,1997,1.17,1170000,1.17M,#VALUE!,1170000,11k,750
Mauritius,1998,1.18,1180000,1.18M,#VALUE!,1180000,11.1k,775
Mauritius,1999,1.19,1190000,1.19M,#VALUE!,1190000,11.9k,851
Mauritius,2000,1.19,1190000,1.19M,#VALUE!,1190000,12.2k,887
Mauritius,2001,1.2,1200000,1.2M,#VALUE!,1200000,12.3k,873
Mauritius,2002,1.21,1210000,1.21M,#VALUE!,1210000,12.9k,909
Mauritius,2003,1.22,1220000,1.22M,#VALUE!,1220000,13.4k,920
Mauritius,2004,1.22,1220000,1.22M,#VALUE!,1220000,13.6k,946
Mauritius,2005,1.23,1230000,1.23M,#VALUE!,1230000,14.2k,1010
Mauritius,2006,1.23,1230000,1.23M,#VALUE!,1230000,14.9k,1010
Mauritius,2007,1.24,1240000,1.24M,#VALUE!,1240000,15.7k,1030
Mauritius,2008,1.24,1240000,1.24M,#VALUE!,1240000,16.1k,999
Mauritius,2009,1.25,1250000,1.25M,#VALUE!,1250000,16.8k,1050
Mauritius,2010,1.25,1250000,1.25M,#VALUE!,1250000,17.5k,1050
Malaysia,1970,11.1,11100000,11.1M,#VALUE!,11100000,4140,547
Malaysia,1971,11.3,11300000,11.3M,#VALUE!,11300000,4360,541
Malaysia,1972,11.6,11600000,11.6M,#VALUE!,11600000,4890,524
Malaysia,1973,11.9,11900000,11.9M,#VALUE!,11900000,5150,578
Malaysia,1974,12.2,12200000,12.2M,#VALUE!,12200000,5090,593
Malaysia,1975,12.5,12500000,12.5M,#VALUE!,12500000,5610,629
Malaysia,1976,12.8,12800000,12.8M,#VALUE!,12800000,5950,618
Malaysia,1977,13.1,13100000,13.1M,#VALUE!,13100000,6340,775
Malaysia,1978,13.5,13500000,13.5M,#VALUE!,13500000,6720,885
Malaysia,1979,13.8,13800000,13.8M,#VALUE!,13800000,7130,862
Malaysia,1980,14.1,14100000,14.1M,#VALUE!,14100000,7480,897
Malaysia,1981,14.5,14500000,14.5M,#VALUE!,14500000,7760,888
Malaysia,1982,14.8,14800000,14.8M,#VALUE!,14800000,8060,1010
Malaysia,1983,15.2,15200000,15.2M,#VALUE!,15200000,8500,1020
Malaysia,1984,15.6,15600000,15.6M,#VALUE!,15600000,8230,997
Malaysia,1985,16,16000000,16M,#VALUE!,16000000,8150,1090
Malaysia,1986,16.5,16500000,16.5M,#VALUE!,16500000,8400,1070
Malaysia,1987,17,17000000,17M,#VALUE!,17000000,8950,1090
Malaysia,1988,17.5,17500000,17.5M,#VALUE!,17500000,9590,1160
Malaysia,1989,18,18000000,18M,#VALUE!,18000000,10.3k,1210
Malaysia,1990,18.5,18500000,18.5M,#VALUE!,18500000,11k,1450
Malaysia,1991,19,19000000,19M,#VALUE!,19000000,11.7k,1560
Malaysia,1992,19.5,19500000,19.5M,#VALUE!,19500000,12.5k,1650
Malaysia,1993,20,20000000,20M,#VALUE!,20000000,13.3k,1600
Malaysia,1994,20.5,20500000,20.5M,#VALUE!,20500000,14.3k,1690
Malaysia,1995,21,21000000,21M,#VALUE!,21000000,15.3k,1820
Malaysia,1996,21.6,21600000,21.6M,#VALUE!,21600000,16k,2060
Malaysia,1997,22.1,22100000,22.1M,#VALUE!,22100000,14.4k,1910
Malaysia,1998,22.7,22700000,22.7M,#VALUE!,22700000,15k,1890
Malaysia,1999,23.2,23200000,23.2M,#VALUE!,23200000,15.9k,2110
Malaysia,2000,23.7,23700000,23.7M,#VALUE!,23700000,15.7k,2150
Malaysia,2001,24.2,24200000,24.2M,#VALUE!,24200000,16.2k,2170
Malaysia,2002,24.7,24700000,24.7M,#VALUE!,24700000,16.8k,2280
Malaysia,2003,25.2,25200000,25.2M,#VALUE!,25200000,17.5k,2410
Malaysia,2004,25.7,25700000,25.7M,#VALUE!,25700000,18.1k,2560
Malaysia,2005,26.2,26200000,26.2M,#VALUE!,26200000,18.8k,2520
Malaysia,2006,26.7,26700000,26.7M,#VALUE!,26700000,19.5k,2710
Malaysia,2007,27.2,27200000,27.2M,#VALUE!,27200000,20.1k,2780
Malaysia,2008,27.7,27700000,27.7M,#VALUE!,27700000,19.4k,2590
Malaysia,2009,28.2,28200000,28.2M,#VALUE!,28200000,20.5k,2600
